event_id,account_id,user_id,event_name,feature_name,event_timestamp,session_id
E401079,A004,U44383,login,analytics,2025-04-26,S33278
E281420,A020,U98622,report_exported,analytics,2025-05-09,S40716
E195281,A040,U35490,login,analytics,2025-04-23,S47828
E130496,A050,U24158,patient_upload,monitoring,2025-01-19,S19918
E809955,A043,U80590,patient_upload,monitoring,2025-02-06,S83342
E475713,A003,U40916,report_exported,scheduling,2025-06-07,S41139
E202745,A047,U27558,patient_upload,monitoring,2025-01-24,S61176
E310235,A030,U91338,report_exported,analytics,2025-02-11,S86996
E683690,A036,U20630,patient_upload,scheduling,2025-03-07,S43661
E654899,A005,U24329,login,monitoring,2025-03-03,S82327
E147600,A049,U85418,patient_upload,analytics,2025-03-10,S40446
E978119,A042,U38250,alert_acknowledged,monitoring,2025-06-20,S88334
E291195,A042,U21445,patient_upload,analytics,2025-01-26,S28972
E693935,A046,U80645,patient_upload,analytics,2025-05-29,S77013
E327231,A046,U29713,login,scheduling,2025-02-27,S68314
E552562,A044,U89399,report_exported,monitoring,2025-02-20,S51743
E984391,A034,U82612,login,analytics,2025-02-26,S49340
E314928,A010,U51934,login,scheduling,2025-05-10,S43652
E605671,A036,U36388,alert_acknowledged,monitoring,2025-01-14,S66610
E783298,A030,U10585,login,monitoring,2025-05-19,S95830
E512189,A001,U54443,alert_acknowledged,analytics,2025-04-06,S51065
E230719,A036,U99038,patient_upload,analytics,2025-05-13,S78280
E954821,A001,U48500,alert_acknowledged,monitoring,2025-05-19,S95906
E561699,A001,U87058,login,scheduling,2025-05-26,S75305
E978053,A020,U77396,alert_acknowledged,monitoring,2025-02-17,S94032
E618851,A009,U39490,login,scheduling,2025-01-24,S32341
E757233,A003,U74062,alert_acknowledged,scheduling,2025-06-15,S75183
E757083,A022,U32485,patient_upload,analytics,2025-05-09,S72263
E644471,A023,U57457,login,analytics,2025-03-25,S46169
E238955,A019,U97307,patient_upload,monitoring,2025-04-22,S49081
E778927,A046,U18655,alert_acknowledged,analytics,2025-04-25,S31368
E994425,A016,U35368,alert_acknowledged,analytics,2025-06-12,S69820
E909324,A047,U33542,report_exported,analytics,2025-04-05,S78879
E384445,A010,U98986,patient_upload,analytics,2025-01-04,S67850
E140829,A001,U44032,alert_acknowledged,monitoring,2025-01-12,S46829
E497745,A034,U36982,patient_upload,scheduling,2025-05-30,S25779
E174278,A015,U28752,login,monitoring,2025-02-19,S88142
E724420,A014,U43802,alert_acknowledged,monitoring,2025-04-28,S64103
E246473,A030,U59123,login,analytics,2025-02-22,S17103
E768673,A003,U69821,alert_acknowledged,analytics,2025-05-11,S73762
E362235,A005,U74634,report_exported,analytics,2025-02-10,S36942
E119872,A020,U73765,alert_acknowledged,scheduling,2025-01-21,S61019
E608459,A011,U96536,alert_acknowledged,analytics,2025-01-31,S84701
E705629,A046,U78189,patient_upload,scheduling,2025-01-22,S69866
E952165,A049,U95599,alert_acknowledged,scheduling,2025-05-17,S81140
E177107,A024,U38619,alert_acknowledged,scheduling,2025-04-22,S38928
E973448,A038,U27137,alert_acknowledged,analytics,2025-03-26,S31050
E526125,A009,U46425,report_exported,monitoring,2025-01-24,S93439
E686622,A005,U52305,patient_upload,scheduling,2025-01-23,S46837
E459490,A040,U53255,login,scheduling,2025-04-30,S10200
E159153,A012,U27056,patient_upload,monitoring,2025-01-23,S83168
E307086,A034,U99030,report_exported,monitoring,2025-04-16,S35028
E933367,A040,U94011,alert_acknowledged,monitoring,2025-03-13,S22712
E133942,A023,U64052,login,analytics,2025-06-10,S16174
E748423,A038,U41495,report_exported,monitoring,2025-01-06,S16542
E436655,A026,U40652,login,analytics,2025-03-05,S13113
E604127,A024,U55147,report_exported,scheduling,2025-03-06,S33006
E909865,A004,U79280,alert_acknowledged,analytics,2025-05-18,S57619
E624645,A025,U43936,patient_upload,monitoring,2025-02-12,S98466
E855748,A043,U36530,patient_upload,monitoring,2025-01-11,S16093
E472687,A048,U73313,patient_upload,scheduling,2025-02-11,S29069
E445018,A048,U19520,report_exported,analytics,2025-01-22,S58065
E281106,A047,U58029,patient_upload,analytics,2025-01-12,S47771
E129788,A001,U81281,login,monitoring,2025-02-03,S33392
E762727,A011,U63430,alert_acknowledged,analytics,2025-05-02,S92362
E747441,A003,U66389,patient_upload,scheduling,2025-05-22,S24838
E250179,A042,U13829,patient_upload,scheduling,2025-02-15,S73089
E967530,A015,U72557,report_exported,monitoring,2025-02-16,S18042
E474890,A027,U56344,report_exported,analytics,2025-01-23,S89283
E206429,A036,U27951,patient_upload,monitoring,2025-06-28,S75722
E556381,A029,U69962,login,monitoring,2025-01-28,S84125
E823638,A014,U71178,alert_acknowledged,scheduling,2025-04-19,S68176
E566227,A049,U15365,alert_acknowledged,scheduling,2025-04-08,S27733
E308144,A032,U56087,alert_acknowledged,analytics,2025-05-24,S99297
E954943,A028,U76382,login,analytics,2025-01-22,S12594
E639089,A036,U10806,alert_acknowledged,analytics,2025-02-04,S89115
E172262,A034,U54700,alert_acknowledged,monitoring,2025-02-27,S73244
E953466,A024,U73912,login,monitoring,2025-01-08,S46520
E421664,A003,U80949,alert_acknowledged,scheduling,2025-06-13,S70003
E511415,A030,U83482,report_exported,monitoring,2025-02-03,S31381
E990893,A003,U92756,login,analytics,2025-02-07,S77470
E613311,A034,U43211,report_exported,monitoring,2025-03-06,S70007
E994615,A040,U46695,report_exported,monitoring,2025-06-19,S53154
E388975,A022,U57366,patient_upload,analytics,2025-04-25,S52096
E223010,A030,U42861,login,monitoring,2025-01-10,S97112
E220992,A045,U82975,report_exported,scheduling,2025-04-12,S15099
E301454,A001,U56261,report_exported,scheduling,2025-06-20,S31288
E979287,A022,U83415,alert_acknowledged,scheduling,2025-05-02,S71275
E255395,A022,U34648,patient_upload,scheduling,2025-02-26,S85962
E992940,A005,U42108,alert_acknowledged,monitoring,2025-02-25,S67775
E390040,A014,U71178,report_exported,scheduling,2025-01-25,S55969
E835900,A038,U69728,patient_upload,scheduling,2025-02-05,S57529
E206335,A033,U18337,alert_acknowledged,scheduling,2025-06-10,S31279
E620938,A032,U74989,alert_acknowledged,scheduling,2025-06-05,S67967
E738437,A002,U98580,report_exported,monitoring,2025-05-15,S53391
E785976,A012,U27056,alert_acknowledged,analytics,2025-02-11,S96628
E327263,A030,U50446,alert_acknowledged,monitoring,2025-01-08,S39358
E826085,A002,U50605,alert_acknowledged,analytics,2025-01-04,S81010
E193899,A012,U96047,alert_acknowledged,analytics,2025-06-27,S86843
E535718,A044,U80361,alert_acknowledged,scheduling,2025-05-30,S11485
E615351,A037,U12103,alert_acknowledged,scheduling,2025-03-03,S72358
E951168,A034,U21395,login,monitoring,2025-04-22,S83003
E953911,A008,U26529,patient_upload,scheduling,2025-01-02,S58616
E273003,A001,U61379,login,monitoring,2025-04-22,S33453
E605316,A005,U38837,login,scheduling,2025-04-14,S99614
E599638,A028,U18151,login,monitoring,2025-06-15,S90499
E372928,A039,U72534,alert_acknowledged,monitoring,2025-02-08,S27486
E928491,A024,U21573,alert_acknowledged,analytics,2025-01-03,S86045
E950822,A044,U93227,report_exported,analytics,2025-05-16,S67479
E547229,A036,U44203,report_exported,analytics,2025-01-16,S62716
E281943,A002,U51402,patient_upload,scheduling,2025-06-30,S88363
E158382,A022,U50127,alert_acknowledged,monitoring,2025-02-01,S72513
E451768,A003,U19317,report_exported,scheduling,2025-06-12,S72965
E911146,A011,U93350,login,analytics,2025-03-31,S18367
E487708,A021,U59225,alert_acknowledged,scheduling,2025-05-10,S30689
E173256,A044,U43231,alert_acknowledged,analytics,2025-01-03,S39967
E780321,A002,U50272,alert_acknowledged,scheduling,2025-05-19,S22551
E337675,A023,U62224,login,analytics,2025-05-06,S12717
E138180,A003,U35386,alert_acknowledged,scheduling,2025-02-22,S91036
E961418,A032,U89504,patient_upload,analytics,2025-06-16,S46919
E197657,A037,U74651,alert_acknowledged,monitoring,2025-01-29,S98966
E805606,A007,U60046,alert_acknowledged,scheduling,2025-06-07,S51309
E169941,A026,U73055,report_exported,monitoring,2025-03-02,S61897
E327530,A024,U69069,login,scheduling,2025-06-05,S97603
E213951,A021,U28574,report_exported,analytics,2025-02-01,S22041
E524136,A034,U84136,login,monitoring,2025-03-13,S19082
E186293,A046,U78189,report_exported,monitoring,2025-01-08,S39611
E425809,A043,U67364,login,monitoring,2025-04-10,S88388
E572112,A004,U75707,report_exported,scheduling,2025-02-12,S47799
E616396,A040,U41034,login,analytics,2025-04-15,S16267
E910297,A044,U24432,login,analytics,2025-06-28,S10794
E153092,A027,U23895,patient_upload,analytics,2025-06-02,S69386
E167419,A036,U40272,login,analytics,2025-01-12,S25414
E889189,A029,U66728,alert_acknowledged,scheduling,2025-05-17,S33307
E406709,A017,U88999,login,monitoring,2025-02-07,S93128
E701568,A019,U87731,login,scheduling,2025-05-03,S77709
E545682,A017,U22204,report_exported,analytics,2025-03-01,S23766
E878572,A034,U84136,report_exported,scheduling,2025-04-07,S92954
E711711,A030,U96123,report_exported,analytics,2025-05-05,S99731
E767639,A038,U70119,report_exported,monitoring,2025-03-26,S15424
E646672,A032,U74989,login,monitoring,2025-06-14,S18136
E537471,A038,U11927,report_exported,analytics,2025-01-08,S32428
E311353,A040,U38857,patient_upload,monitoring,2025-05-12,S71230
E411665,A045,U65371,patient_upload,monitoring,2025-04-18,S96253
E144802,A044,U89591,patient_upload,scheduling,2025-02-26,S13593
E532242,A042,U29358,patient_upload,scheduling,2025-02-17,S46387
E133052,A048,U60000,patient_upload,scheduling,2025-01-02,S73768
E938545,A041,U42251,report_exported,analytics,2025-03-31,S61041
E748904,A031,U46911,alert_acknowledged,monitoring,2025-04-15,S91054
E239879,A031,U91370,report_exported,scheduling,2025-03-07,S56103
E903335,A028,U44181,patient_upload,analytics,2025-06-04,S16110
E546848,A018,U77618,patient_upload,monitoring,2025-04-14,S44913
E793251,A024,U60200,patient_upload,analytics,2025-01-24,S37911
E579088,A040,U99015,alert_acknowledged,monitoring,2025-04-25,S69295
E625830,A039,U34655,alert_acknowledged,analytics,2025-01-17,S42004
E303819,A049,U84445,report_exported,monitoring,2025-06-28,S98167
E430516,A001,U26709,patient_upload,monitoring,2025-06-22,S24618
E549866,A025,U12328,login,scheduling,2025-06-27,S70790
E248988,A028,U27576,alert_acknowledged,analytics,2025-06-12,S39469
E668914,A013,U50902,alert_acknowledged,monitoring,2025-05-29,S56836
E141873,A049,U26056,patient_upload,analytics,2025-04-10,S49896
E154695,A005,U93207,report_exported,monitoring,2025-02-04,S76299
E779414,A047,U77149,login,analytics,2025-05-09,S73997
E993982,A018,U92386,login,analytics,2025-04-22,S77630
E243387,A024,U34142,report_exported,monitoring,2025-04-18,S57392
E973917,A024,U15425,login,scheduling,2025-06-26,S88833
E884324,A036,U18355,alert_acknowledged,monitoring,2025-04-18,S48841
E888843,A009,U21423,alert_acknowledged,scheduling,2025-02-27,S73335
E421227,A016,U50904,alert_acknowledged,scheduling,2025-02-21,S62957
E651646,A031,U86441,login,scheduling,2025-01-27,S29070
E268806,A015,U47920,patient_upload,scheduling,2025-06-15,S82637
E505163,A007,U82967,patient_upload,analytics,2025-04-07,S57040
E144503,A048,U71264,alert_acknowledged,monitoring,2025-02-27,S68460
E643388,A011,U42408,report_exported,analytics,2025-04-16,S81610
E987309,A038,U56787,report_exported,scheduling,2025-06-08,S41246
E158516,A046,U29713,report_exported,analytics,2025-03-10,S65276
E851615,A048,U65471,login,monitoring,2025-06-13,S62605
E694963,A030,U29589,login,monitoring,2025-03-30,S20132
E665789,A017,U88999,login,monitoring,2025-02-19,S74203
E765934,A038,U75216,alert_acknowledged,monitoring,2025-04-10,S20235
E621062,A032,U82978,patient_upload,monitoring,2025-06-29,S93719
E807726,A025,U71881,patient_upload,analytics,2025-03-05,S94966
E158292,A009,U47574,login,monitoring,2025-05-24,S16709
E709888,A035,U17208,patient_upload,analytics,2025-06-22,S71405
E119984,A042,U86198,login,scheduling,2025-03-22,S95090
E787076,A030,U74077,report_exported,analytics,2025-06-19,S41660
E959014,A029,U69962,report_exported,scheduling,2025-01-09,S28196
E925906,A001,U94817,patient_upload,monitoring,2025-02-20,S33710
E311248,A044,U80361,alert_acknowledged,analytics,2025-06-11,S26552
E626864,A042,U43392,login,analytics,2025-04-15,S62497
E481016,A037,U28303,patient_upload,monitoring,2025-03-04,S80232
E202703,A049,U72122,report_exported,analytics,2025-02-21,S12470
E278186,A008,U20481,login,monitoring,2025-01-05,S90516
E921176,A015,U99894,report_exported,scheduling,2025-05-30,S66009
E151738,A010,U21115,alert_acknowledged,scheduling,2025-04-14,S61470
E240666,A015,U70982,login,monitoring,2025-02-23,S95501
E469005,A010,U21115,report_exported,monitoring,2025-06-12,S72928
E524398,A039,U51108,login,monitoring,2025-04-13,S93497
E441509,A019,U82487,patient_upload,analytics,2025-04-27,S92897
E737691,A044,U56037,patient_upload,scheduling,2025-01-14,S90330
E879659,A024,U90650,report_exported,analytics,2025-04-12,S40077
E438762,A039,U58849,report_exported,analytics,2025-03-10,S51768
E109598,A031,U36828,patient_upload,scheduling,2025-03-26,S75863
E969001,A039,U47675,login,scheduling,2025-02-26,S18256
E902909,A011,U32625,report_exported,monitoring,2025-02-20,S80607
E286882,A041,U37383,alert_acknowledged,analytics,2025-05-12,S49672
E202876,A032,U82978,report_exported,monitoring,2025-05-19,S43283
E628497,A030,U23510,report_exported,scheduling,2025-06-27,S36385
E393727,A031,U91751,login,analytics,2025-06-19,S55006
E129269,A012,U13573,patient_upload,scheduling,2025-04-05,S97315
E193604,A024,U62941,login,analytics,2025-04-24,S99492
E509551,A033,U79615,alert_acknowledged,monitoring,2025-04-18,S37127
E503196,A021,U10686,alert_acknowledged,analytics,2025-03-13,S93083
E385629,A039,U74034,patient_upload,monitoring,2025-03-29,S78020
E922474,A038,U70333,report_exported,analytics,2025-03-07,S28610
E865158,A048,U27467,login,monitoring,2025-05-06,S52732
E181924,A036,U22737,report_exported,monitoring,2025-04-14,S12813
E568162,A035,U97535,login,analytics,2025-06-04,S78424
E420440,A022,U96008,report_exported,scheduling,2025-04-03,S40976
E416473,A048,U51385,login,monitoring,2025-01-23,S95669
E554194,A009,U23240,patient_upload,analytics,2025-06-12,S91195
E100490,A003,U74902,login,monitoring,2025-05-10,S54692
E459399,A031,U74811,patient_upload,analytics,2025-05-31,S79982
E420103,A038,U27137,alert_acknowledged,analytics,2025-02-26,S53890
E417988,A003,U19317,report_exported,monitoring,2025-04-14,S72828
E327581,A016,U79139,patient_upload,scheduling,2025-02-13,S96397
E163724,A035,U15457,patient_upload,monitoring,2025-01-27,S96556
E502518,A019,U16953,alert_acknowledged,analytics,2025-05-24,S88489
E191809,A024,U38619,patient_upload,scheduling,2025-03-20,S41238
E460384,A039,U19988,login,analytics,2025-03-23,S93645
E617662,A022,U63193,alert_acknowledged,scheduling,2025-05-09,S79901
E677065,A038,U34199,alert_acknowledged,analytics,2025-02-10,S56343
E788260,A035,U32911,login,analytics,2025-05-30,S24686
E690082,A011,U93623,alert_acknowledged,monitoring,2025-02-03,S25088
E405171,A011,U36285,report_exported,monitoring,2025-03-12,S89789
E494787,A036,U70457,alert_acknowledged,scheduling,2025-05-29,S72739
E707140,A021,U31283,report_exported,scheduling,2025-04-29,S46637
E722542,A004,U59619,login,scheduling,2025-06-14,S65902
E373270,A019,U30477,report_exported,scheduling,2025-02-20,S65021
E775349,A028,U27576,login,monitoring,2025-06-22,S79267
E836406,A047,U77149,alert_acknowledged,monitoring,2025-03-14,S87060
E312122,A030,U64206,patient_upload,scheduling,2025-06-19,S73013
E479908,A008,U32793,login,monitoring,2025-03-21,S82502
E371806,A022,U71961,report_exported,monitoring,2025-03-27,S46544
E422592,A048,U87859,login,scheduling,2025-05-14,S70442
E410618,A015,U75959,report_exported,scheduling,2025-03-06,S94305
E399918,A003,U78319,login,monitoring,2025-02-01,S51102
E577570,A042,U10504,patient_upload,monitoring,2025-06-06,S37249
E921360,A030,U23510,alert_acknowledged,monitoring,2025-04-21,S51908
E947837,A009,U32313,report_exported,monitoring,2025-01-13,S66357
E254616,A038,U87057,alert_acknowledged,monitoring,2025-04-29,S91916
E909260,A024,U60040,report_exported,analytics,2025-06-07,S79490
E248767,A008,U38808,patient_upload,scheduling,2025-06-28,S34369
E752084,A037,U93109,login,analytics,2025-03-17,S87585
E225462,A008,U58486,report_exported,monitoring,2025-03-26,S56581
E610762,A011,U82204,report_exported,monitoring,2025-01-08,S95956
E527795,A011,U38810,login,monitoring,2025-04-28,S52937
E807208,A009,U28217,login,scheduling,2025-01-24,S44743
E400257,A034,U49966,patient_upload,scheduling,2025-01-30,S34793
E554493,A008,U92663,login,analytics,2025-06-11,S71155
E474914,A005,U27906,login,scheduling,2025-06-03,S28604
E487327,A027,U36589,login,monitoring,2025-01-15,S93248
E840057,A046,U98952,login,analytics,2025-02-13,S35395
E711648,A032,U89504,patient_upload,scheduling,2025-02-27,S98357
E712152,A040,U17022,alert_acknowledged,monitoring,2025-02-13,S77397
E980131,A009,U87357,login,monitoring,2025-03-08,S57993
E554141,A012,U64375,patient_upload,scheduling,2025-05-28,S56283
E458965,A046,U28849,login,scheduling,2025-01-25,S19023
E458950,A005,U60525,report_exported,monitoring,2025-06-11,S32178
E395865,A016,U66573,login,monitoring,2025-04-16,S51605
E488362,A015,U55743,report_exported,monitoring,2025-06-19,S24835
E284475,A037,U28303,alert_acknowledged,monitoring,2025-05-25,S69209
E271834,A028,U18151,patient_upload,scheduling,2025-03-28,S18614
E495044,A013,U98291,patient_upload,analytics,2025-04-10,S49071
E510631,A029,U99880,alert_acknowledged,analytics,2025-01-30,S58610
E103533,A030,U69092,report_exported,scheduling,2025-05-05,S10261
E947982,A047,U27558,alert_acknowledged,analytics,2025-05-16,S54516
E402849,A039,U34655,login,analytics,2025-04-27,S17820
E204506,A030,U81372,login,analytics,2025-05-12,S93713
E195540,A015,U76353,report_exported,analytics,2025-04-17,S33361
E371735,A031,U65425,login,scheduling,2025-03-24,S85879
E763272,A035,U17391,report_exported,analytics,2025-04-24,S36756
E496130,A046,U52521,login,monitoring,2025-04-01,S11547
E831420,A044,U36950,alert_acknowledged,scheduling,2025-04-04,S95127
E898628,A048,U60000,report_exported,analytics,2025-02-10,S70608
E138287,A025,U58565,alert_acknowledged,analytics,2025-06-13,S14588
E828916,A026,U61736,patient_upload,analytics,2025-05-03,S11297
E591366,A014,U92026,report_exported,monitoring,2025-02-03,S42659
E172819,A026,U40401,report_exported,scheduling,2025-03-19,S30802
E864237,A039,U17256,alert_acknowledged,analytics,2025-06-27,S49195
E354997,A024,U12696,report_exported,scheduling,2025-03-20,S85243
E721640,A009,U42276,login,monitoring,2025-01-22,S73420
E607060,A045,U65371,report_exported,scheduling,2025-05-14,S64239
E191592,A036,U31306,login,monitoring,2025-01-31,S34014
E489691,A016,U79139,alert_acknowledged,scheduling,2025-05-15,S76723
E778879,A008,U38729,login,scheduling,2025-03-03,S98761
E820696,A046,U99633,patient_upload,analytics,2025-06-21,S85127
E932133,A041,U37383,alert_acknowledged,analytics,2025-04-22,S33071
E684945,A001,U56261,patient_upload,monitoring,2025-05-12,S58938
E340289,A004,U75707,login,monitoring,2025-06-03,S78649
E560676,A003,U35386,alert_acknowledged,scheduling,2025-02-24,S65502
E795411,A044,U56037,patient_upload,scheduling,2025-03-12,S30205
E147144,A045,U92045,alert_acknowledged,analytics,2025-01-19,S15622
E474505,A008,U58486,alert_acknowledged,analytics,2025-03-14,S59786
E718650,A023,U43139,login,monitoring,2025-03-17,S30689
E421901,A017,U26115,alert_acknowledged,scheduling,2025-03-08,S69596
E810393,A001,U81160,login,scheduling,2025-04-11,S14936
E173185,A004,U79280,alert_acknowledged,analytics,2025-05-19,S43297
E150185,A011,U56179,patient_upload,scheduling,2025-03-06,S49406
E255053,A016,U16422,alert_acknowledged,monitoring,2025-04-19,S49930
E689592,A043,U59448,login,analytics,2025-05-20,S62895
E479600,A044,U56037,patient_upload,scheduling,2025-01-10,S55039
E835861,A036,U63501,patient_upload,scheduling,2025-01-03,S14772
E324742,A034,U72605,alert_acknowledged,monitoring,2025-03-30,S99229
E891924,A007,U16607,report_exported,scheduling,2025-01-09,S64421
E880432,A017,U26115,alert_acknowledged,scheduling,2025-01-27,S39434
E290205,A045,U82975,patient_upload,scheduling,2025-01-16,S97306
E110075,A025,U25692,patient_upload,monitoring,2025-05-29,S49242
E341066,A040,U49369,report_exported,scheduling,2025-03-06,S15603
E789012,A003,U26032,alert_acknowledged,analytics,2025-02-17,S69558
E876391,A033,U86770,login,scheduling,2025-06-05,S97071
E843788,A005,U31647,patient_upload,scheduling,2025-04-13,S62300
E894378,A035,U56339,alert_acknowledged,monitoring,2025-01-05,S76258
E516589,A042,U95888,alert_acknowledged,analytics,2025-03-15,S70250
E812116,A013,U71048,report_exported,analytics,2025-05-04,S27244
E979919,A012,U50054,alert_acknowledged,analytics,2025-03-09,S29434
E356518,A011,U93350,login,scheduling,2025-06-28,S29576
E897189,A014,U92026,login,scheduling,2025-05-05,S11732
E402487,A002,U89165,patient_upload,monitoring,2025-05-28,S34410
E210305,A024,U25618,alert_acknowledged,monitoring,2025-02-14,S25822
E282967,A036,U69662,report_exported,scheduling,2025-05-04,S56720
E200673,A041,U92675,alert_acknowledged,analytics,2025-05-31,S30993
E530815,A046,U18205,alert_acknowledged,analytics,2025-02-13,S72713
E208837,A046,U66153,alert_acknowledged,analytics,2025-04-19,S65598
E318592,A020,U35168,patient_upload,scheduling,2025-06-04,S28390
E628588,A042,U19823,report_exported,analytics,2025-03-15,S17712
E112692,A002,U77848,patient_upload,scheduling,2025-05-15,S37131
E961669,A031,U11450,alert_acknowledged,analytics,2025-02-04,S34177
E823151,A049,U19224,report_exported,monitoring,2025-03-21,S97258
E332077,A009,U87357,alert_acknowledged,monitoring,2025-04-16,S34402
E263006,A007,U93696,report_exported,analytics,2025-02-13,S68542
E861710,A004,U95540,report_exported,scheduling,2025-02-26,S84070
E627389,A024,U94795,report_exported,monitoring,2025-06-21,S23603
E374044,A013,U12663,patient_upload,analytics,2025-05-20,S89254
E125702,A025,U77667,login,scheduling,2025-02-28,S32801
E552197,A049,U85418,report_exported,analytics,2025-06-05,S98274
E496419,A021,U12049,patient_upload,scheduling,2025-06-27,S49385
E523177,A012,U35732,alert_acknowledged,monitoring,2025-02-19,S13048
E232893,A039,U33925,login,analytics,2025-02-20,S58761
E645891,A004,U50644,report_exported,scheduling,2025-03-05,S32917
E302957,A037,U91446,login,monitoring,2025-05-14,S12540
E843730,A023,U57536,report_exported,analytics,2025-02-26,S35172
E458051,A032,U56332,report_exported,scheduling,2025-03-20,S58933
E679697,A010,U23364,alert_acknowledged,monitoring,2025-04-04,S35919
E453457,A020,U98622,report_exported,analytics,2025-03-29,S37089
E998151,A036,U36090,alert_acknowledged,monitoring,2025-05-18,S64436
E659535,A017,U27835,alert_acknowledged,analytics,2025-06-29,S12551
E597333,A042,U10967,report_exported,scheduling,2025-05-19,S27992
E638624,A022,U69733,patient_upload,scheduling,2025-05-28,S56938
E335151,A033,U58073,patient_upload,monitoring,2025-02-26,S93598
E220464,A007,U82967,login,monitoring,2025-03-21,S53100
E987899,A029,U14166,patient_upload,analytics,2025-06-21,S58566
E959852,A008,U32069,alert_acknowledged,analytics,2025-06-04,S14049
E588820,A040,U38857,report_exported,scheduling,2025-03-18,S12711
E781758,A004,U96059,report_exported,scheduling,2025-05-12,S32685
E834554,A031,U11459,login,analytics,2025-04-19,S27736
E299299,A013,U58165,patient_upload,analytics,2025-02-03,S33592
E567440,A013,U71569,login,scheduling,2025-02-23,S64331
E859771,A049,U21548,patient_upload,scheduling,2025-05-28,S31287
E283357,A005,U48541,patient_upload,scheduling,2025-03-05,S32059
E375335,A032,U20885,login,analytics,2025-04-24,S49326
E367618,A025,U83288,alert_acknowledged,analytics,2025-05-07,S90744
E821289,A029,U35973,patient_upload,analytics,2025-04-02,S72847
E494148,A037,U18425,report_exported,analytics,2025-05-21,S19710
E878468,A019,U30477,report_exported,monitoring,2025-01-07,S68526
E241144,A042,U86198,patient_upload,analytics,2025-05-18,S76564
E283561,A008,U26529,report_exported,monitoring,2025-03-23,S74582
E448242,A022,U66358,patient_upload,monitoring,2025-02-17,S53198
E531145,A009,U46425,login,analytics,2025-03-25,S48863
E245511,A025,U25692,report_exported,monitoring,2025-05-06,S23087
E878271,A024,U79265,report_exported,monitoring,2025-05-08,S62516
E703042,A046,U40161,alert_acknowledged,analytics,2025-02-16,S56987
E191726,A019,U19538,alert_acknowledged,monitoring,2025-03-29,S91326
E564473,A044,U93227,login,analytics,2025-06-23,S17444
E305899,A008,U61702,alert_acknowledged,analytics,2025-06-24,S67876
E466123,A005,U81113,login,monitoring,2025-06-28,S96716
E200038,A036,U61771,report_exported,analytics,2025-04-20,S92907
E304476,A035,U73411,alert_acknowledged,monitoring,2025-03-12,S76336
E700605,A048,U87521,report_exported,analytics,2025-03-25,S41191
E315664,A022,U55125,report_exported,scheduling,2025-02-21,S78205
E574912,A021,U46610,alert_acknowledged,scheduling,2025-05-16,S64268
E381057,A021,U19930,alert_acknowledged,monitoring,2025-04-11,S29597
E761702,A002,U11969,login,analytics,2025-03-10,S32073
E714481,A042,U83837,alert_acknowledged,monitoring,2025-05-31,S42687
E912180,A006,U16022,report_exported,scheduling,2025-03-11,S41285
E959992,A032,U15372,report_exported,scheduling,2025-04-02,S88845
E575326,A004,U29137,report_exported,analytics,2025-02-01,S67619
E616851,A023,U32751,patient_upload,analytics,2025-02-17,S66139
E343902,A050,U24158,login,monitoring,2025-05-04,S25526
E166785,A009,U87357,alert_acknowledged,scheduling,2025-02-08,S13010
E882377,A044,U24432,alert_acknowledged,scheduling,2025-05-10,S76172
E360969,A011,U21703,patient_upload,analytics,2025-02-02,S69155
E444097,A038,U61971,report_exported,analytics,2025-04-17,S27031
E317805,A012,U19077,login,scheduling,2025-04-23,S62058
E620411,A015,U55743,patient_upload,scheduling,2025-02-26,S70142
E293909,A002,U75094,alert_acknowledged,monitoring,2025-06-28,S45596
E914499,A028,U36141,report_exported,scheduling,2025-03-23,S58515
E999747,A019,U70505,login,scheduling,2025-04-26,S26028
E658254,A040,U94011,login,analytics,2025-01-11,S88291
E885422,A012,U61996,alert_acknowledged,analytics,2025-06-18,S21802
E115184,A036,U62509,alert_acknowledged,analytics,2025-04-06,S84809
E394352,A027,U36589,report_exported,scheduling,2025-04-10,S90643
E179305,A046,U97585,report_exported,scheduling,2025-04-13,S21485
E454762,A008,U21175,patient_upload,monitoring,2025-06-01,S42070
E103982,A029,U60358,login,monitoring,2025-01-11,S63144
E854611,A015,U55743,alert_acknowledged,monitoring,2025-04-16,S13286
E352109,A034,U36982,report_exported,scheduling,2025-04-15,S84666
E320134,A026,U74482,alert_acknowledged,scheduling,2025-04-25,S75301
E414817,A010,U11074,report_exported,scheduling,2025-02-27,S68540
E745330,A036,U62509,report_exported,analytics,2025-01-29,S12455
E909548,A010,U62002,report_exported,scheduling,2025-05-19,S12907
E739492,A048,U73313,login,analytics,2025-02-12,S24611
E110950,A008,U26529,alert_acknowledged,monitoring,2025-01-10,S42163
E119645,A010,U11074,alert_acknowledged,monitoring,2025-06-13,S90031
E268601,A002,U74012,alert_acknowledged,scheduling,2025-05-11,S60596
E695470,A013,U58165,report_exported,monitoring,2025-03-23,S78012
E696311,A042,U55349,login,analytics,2025-03-19,S99717
E463256,A036,U62509,report_exported,scheduling,2025-04-10,S52608
E759736,A003,U54755,alert_acknowledged,monitoring,2025-04-18,S86572
E457748,A022,U83280,report_exported,analytics,2025-03-07,S83515
E594818,A012,U15187,report_exported,monitoring,2025-06-12,S82144
E584550,A033,U58073,alert_acknowledged,scheduling,2025-05-18,S97143
E710813,A049,U76544,login,scheduling,2025-04-09,S12587
